Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Dumien-Serrette,,Cornas Henri Vv,Rhone,Red,2022,75cl,6,37.7784,ex-VAT,OC
Gaja,,Sperss,Piedmont,Red,2019,75cl,72,356.796,ex-VAT,OWC
Gaja,,Sperss,Piedmont,Red,2019,75cl,,356.796,ex-VAT,OC
Trimbach,,Riesling Clos St Hune,Alsace,White,1982,75cl,1,550.935,ex-VAT,OC
Chateau de la Tour,,Clos Vougeot Vv,Burgundy,Red,2022,75cl,72,199.38600000000002,ex-VAT,OWC
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,2022,75cl,,141.66899999999998,ex-VAT,OC
Grange Peres,,VdP Herault Rouge,Languedoc,Red,2000,75cl,36,341.055,ex-VAT,OC
Taupenot Merme,,Clos Lambrays,Burgundy,Red,2012,75cl,6,787.05,ex-VAT,OC
Fourrier,,Gevrey Chambertin Cherbaudes,Burgundy,Red,2005,75cl,8,236.115,ex-VAT,Loose
Palmer,,,Bordeaux,Red,1959,75cl,1,3142.953,ex-VAT,Loose
Burlotto,,Barolo,Piedmont,Red,2020,75cl,5,94.44600000000001,ex-VAT,OC
Highland Park,,Cask Strenght - Release no. 5,Scotland,,NV,70cl,,36.729,ex-VAT,GB_OC
Lanson,,Vintage Collection Brut,Champagne,White,1990,1.5L,1,813.2849999999999,ex-VAT,Loose
Jean Chartron,,Puligny-Montrachet Clos de la Pucelle Premier Cru,Burgundy,White,1969,75cl,1,314.82,ex-VAT,Loose
Remoissenet Pere & Fils,,Chambertin-Clos de Beze Grand Cru,Burgundy,Red,1978,1.5L,3,1836.45,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1930,75cl,2,3148.2,ex-VAT,Loose
Drouhin Laroze,,Chambolle Musigny Les Lavrottes,Burgundy,Red,2021,1.5L,10,236.115,ex-VAT,OWC
Bernard Dugat-Py,,Charmes Chambertin,Burgundy,Red,2022,75cl,6,472.23,ex-VAT,OWC
Castello Di Ama,,Chianti Classico Gran Selezione Vigneto Casuccia,Tuscany,Red,2020,75cl,12,162.657,ex-VAT,OWC
Anita,,Moulin-a-Vent Coeur de Vigneronne,Beaujolais,Red,2022,75cl,3,26.235,ex-VAT,OC
Mondavi,,Opus One,California,Red,1998,6L,1,2780.91,ex-VAT,OWC
Lambrays,,Clos Lambrays,Burgundy,Red,1999,75cl,6,299.079,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1996,1.5L,3,655.875,ex-VAT,Loose
Lambrays,,Clos Lambrays,Burgundy,Red,1996,1.5L,87,655.875,ex-VAT,Loose
Georges Roumier,,Morey Saint Denis Bussiere,Burgundy,Red,1999,75cl,4,524.6999999999999,ex-VAT,Loose
Chavy-Chouet,,Meursault Clos des Corvees de Citeau,Burgundy,White,2023,75cl,17,62.964,ex-VAT,OC
Chavy-Chouet,,Puligny-Montrachet Champ Gain Premier Cru,Burgundy,White,2022,75cl,78,94.44600000000001,ex-VAT,OC
Courvoisier,,XO Royal,Cognac,,NV,70cl,65,110.18699999999998,ex-VAT,GB_OC
Singleton,,15YO,Scotland,,NV,70cl,,24.6609,ex-VAT,GB_OC
Ramonet,,Chassagne Montrachet Ruchottes,Burgundy,White,2022,75cl,12,288.585,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2016,75cl,,183.645,ex-VAT,OC
Louis Roederer,,Cristal,Champagne,White,2016,75cl,3,178.398,ex-VAT,Loose
Comte Vogue,,Musigny Vv,Burgundy,Red,1988,75cl,12,1049.3999999999999,ex-VAT,OWC
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,1995,75cl,1,1993.8599999999997,ex-VAT,Loose
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,1995,75cl,5,1993.8599999999997,ex-VAT,Loose
Henri Bonneau,,Chateauneuf Du Pape Reserve Celestins,Rhone,Red,1992,75cl,2,393.525,ex-VAT,Loose
Ramonet,,Assortment Case,Burgundy,,2014,9L,1,3567.96,ex-VAT,OC
Bouchard Pere et Fils,,Montrachet,Burgundy,White,2006,1.5L,6,1154.34,ex-VAT,OWC
Screaming Eagle,,,California,Red,2021,1.5L,1,4984.65,ex-VAT,OWC
Comtes Lafon,,Meursault Charmes,Burgundy,White,2021,75cl,24,314.82,ex-VAT,OC
Nicole Lamarche,,Clos de Vougeot Grand Cru,Burgundy,Red,2021,75cl,3,152.16299999999998,ex-VAT,Loose
Joseph Drouhin,,Chambertin Clos De Beze,Burgundy,Red,2016,75cl,5,367.29,ex-VAT,Loose
de Murrieta,,Castillo Ygay Reserva Especial,Rioja,Red,1925,75cl,1,1311.75,ex-VAT,Loose
Moet & Chandon,,Dom Perignon,Champagne,White,1962,1.5L,1,3410.55,ex-VAT,Loose
Duroche,,Latricieres Chambertin,Burgundy,Red,2022,1.5L,1,1311.75,ex-VAT,OWC
Talisker,,30YO,Scotland,,2024,70cl,48,760.815,ex-VAT,GB_OC
Ausone,,,Bordeaux,Red,1955,75cl,6,1888.92,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1934,75cl,6,2623.5,ex-VAT,Loose
Yquem,,,Bordeaux,White,1924,75cl,6,2046.33,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1959,75cl,6,4459.95,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1959,75cl,1,2623.5,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,1953,75cl,6,3672.9,ex-VAT,OWC
Mouton Rothschild,,,Bordeaux,Red,1959,1.5L,1,11543.4,ex-VAT,Loose
Georges Noellat,,Grands Echezeaux,Burgundy,Red,2022,75cl,3,393.525,ex-VAT,OC
Harlan Estate,,,California,Red,2020,75cl,3,1154.34,ex-VAT,OWC
Kinsman-Eades,,Käännös Cabernet Sauvignon,California,Red,2021,75cl,3,262.34999999999997,ex-VAT,OC
Kinsman-Eades,,Aisana Sauvignon Blanc,California,White,2023,75cl,18,89.199,ex-VAT,OC
Glendronach,,12YO,Scotland,,NV,70cl,4,22.5621,ex-VAT,GB_OC
Macallan,,Horizon,Scotland,,NV,70cl,1,35679.6,ex-VAT,OC_OWC
Margaux,,,Bordeaux,Red,1983,5L,1,4722.3,ex-VAT,Loose
Calon Segur,,,Bordeaux,Red,1961,75cl,12,571.923,ex-VAT,OWC
Roulot,,Meursault Meix Chavaux,Burgundy,White,1996,75cl,24,419.76,ex-VAT,OC
Ramonet,,Chassagne Montrachet Ruchottes,Burgundy,White,1990,6L,1,5037.12,ex-VAT,Loose
Robert Arnoux,,Echezeaux,Burgundy,Red,1993,75cl,12,498.4649999999999,ex-VAT,OC
Lambrays,,Clos Lambrays,Burgundy,Red,2005,6L,1,2990.79,ex-VAT,OWC
Joseph Roty,,Charmes Chambertin Tres Vv,Burgundy,Red,1996,75cl,12,367.29,ex-VAT,OC
Joseph Roty,,Charmes Chambertin Tres Vv,Burgundy,Red,2000,75cl,12,341.055,ex-VAT,OC
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1993,75cl,12,393.525,ex-VAT,OC
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1996,75cl,12,367.29,ex-VAT,OC
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1996,75cl,5,341.055,ex-VAT,Loose
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1996,75cl,1,341.055,ex-VAT,Loose
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1996,75cl,9,341.055,ex-VAT,Loose
Moet & Chandon,,Brut Imperial 250th Anniversary,Champagne,White,1988,1.5L,2,472.23,ex-VAT,Loose
Armand Rousseau,,Ruchottes Chambertin Clos Ruchottes,Burgundy,Red,2022,75cl,6,839.52,ex-VAT,OC
Singleton,,12YO,Scotland,,NV,20cl,10,3.72537,ex-VAT,OC
Armand Rousseau,,Chambertin,Burgundy,Red,2023,75cl,18,1993.8599999999997,ex-VAT,OC
Cragganmore,,12YO,Speyside,,NV,70cl,,19.67625,ex-VAT,GB_OC
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1993,75cl,9,367.29,ex-VAT,Loose
Emmanuel Rouget,,Nuits Saint Georges Rouge,Burgundy,Red,1993,75cl,3,367.29,ex-VAT,Loose
Michel Lafarge,,Volnay Mitans,Burgundy,Red,2022,75cl,12,120.68100000000003,ex-VAT,OC
Caroline Morey,,Chassagne-Montrachet Les Vergers Premier Cru,Burgundy,White,2022,75cl,6,199.38600000000002,ex-VAT,OC
Sottimano,,Barbaresco Cotta,Piedmont,Red,2021,75cl,9,62.964,ex-VAT,OC
Henri Boillot,,Meursault Poruzot,Burgundy,White,2022,75cl,2,157.41,ex-VAT,OC
Balvenie,,Tun 1509 - Batch 7,Scotland,,NV,70cl,9,236.115,ex-VAT,GB_OC
Macallan,,Harmony Collection Vibrant Oak,Speyside,,NV,70cl,,92.8719,ex-VAT,GB_OC
Justerini & Brooks,,Blended Scotch,Scotland,,NV,20cl,10,2.0988,ex-VAT,OC
Cecile Tremblay,,Assortment,Burgundy,Red,2016,75cl,1,6558.750000000001,ex-VAT,OC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,2022,75cl,6,996.9299999999998,ex-VAT,OWC
Lamy-Caillat,,Chassagne-Montrachet,Burgundy,White,2021,75cl,2,262.34999999999997,ex-VAT,OC
Denis Bachelet,,Charmes Chambertin Vv,Burgundy,Red,2022,1.5L,1,1101.87,ex-VAT,Loose
Giacomo Conterno,,Barolo Riserva Monfortino,Piedmont,Red,2002,1.5L,1,2046.33,ex-VAT,Loose
Henriot,,Cuvee des Enchanteleurs,Champagne,White,1959,1.5L,2,4722.3,ex-VAT,Loose
Roulot,,Meursault Tessons Mon Plaisir,Burgundy,White,2023,75cl,24,341.055,ex-VAT,OC
Pol Roger,,Brut Reserve,Champagne,White,1947,1.5L,1,4722.3,ex-VAT,Loose
Henri Gouges,,Nuits-Saint-Georges Les Saints-Georges Premier Cru,Burgundy,Red,1993,75cl,12,341.055,ex-VAT,OC
Jean Grivot,,Richebourg,Burgundy,Red,1999,75cl,10,1154.34,ex-VAT,OC
Jean Grivot,,Richebourg,Burgundy,Red,1999,75cl,12,1154.34,ex-VAT,OC
Georges Mugneret,,Ruchottes Chambertin,Burgundy,Red,2001,75cl,12,865.7550000000001,ex-VAT,OC
Laphroaig,,30YO,Islay,,2024,70cl,24,577.17,ex-VAT,OC_OWC
Chavy-Chouet,,Bourgogne Les Femelottes,Burgundy,White,2024,75cl,84,20.988,ex-VAT,OC
Benoit Moreau,,Batard-Montrachet Grand Cru,Burgundy,White,2020,75cl,1,1259.28,ex-VAT,Loose
Duroche,,Gevrey Chambertin,Burgundy,Red,1993,75cl,2,183.645,ex-VAT,Loose
Comte Armand,,Pommard Clos Epeneaux,Burgundy,Red,2022,75cl,100,104.94,ex-VAT,OC
Moet & Chandon,,Dom Perignon,Champagne,White,1969,1.5L,1,3148.2,ex-VAT,Loose
Frederic Esmonin,,Gevrey-Chambertin Estournelles-Saint-Jacques Premier Cru,Burgundy,Red,2022,75cl,6,57.717,ex-VAT,OC
Glendronach,,Ode Dark PX,Scotland,,NV,70cl,,47.223000000000006,ex-VAT,GB_OC
Glendronach,,Ode Valley Port,Scotland,,NV,70cl,,35.1549,ex-VAT,GB_OC
Glendronach,,Ode Embers Peat,Scotland,,NV,70cl,,38.56545,ex-VAT,GB_OC
Pimms,,Liqour,England,,NV,70cl,,4.56489,ex-VAT,OC
Sheridan,,Coffee Liqeur,Washington,Red,NV,70cl,5,10.494,ex-VAT,OC
Mondavi,,Opus One,California,Red,1988,75cl,8,367.29,ex-VAT,Loose
Mondavi,,Opus One,California,Red,1988,75cl,8,367.29,ex-VAT,Loose
Macallan,,M Decanter Black,Speyside,,2023,70cl,10,5037.12,ex-VAT,OC_OWC
Macallan,,M Decanter Black,Speyside,,2022,70cl,8,5037.12,ex-VAT,OC_OWC
Macallan,,M Decanter Black,Speyside,,2024,70cl,8,5037.12,ex-VAT,OC_OWC
Domaine Dujac,,Bonnes Mares,Burgundy,Red,1996,75cl,12,2308.68,ex-VAT,Loose
Paul Jaboulet Aine,,Hermitage Chapelle,Rhone,Red,1978,75cl,2,1259.28,ex-VAT,Loose
Ruinart,,Dom Ruinart Rose,Champagne,Rosé,1996,1.5L,1,734.58,ex-VAT,Loose
Pierre & Marianne Duroche,,Clos Vougeot,Burgundy,Red,2023,75cl,30,241.36200000000005,ex-VAT,OC
Georges Roumier,,Musigny,Burgundy,Red,1998,75cl,1,11018.7,ex-VAT,Loose
Domaine Dujac,,Romanee Saint Vivant,Burgundy,Red,2022,1.5L,3,4459.95,ex-VAT,OWC
Pierre Girardin,,Pommard Les Grands Epenots,Burgundy,Red,2023,75cl,30,73.458,ex-VAT,OC
Pierre Girardin,,Chardonnay Blanc Eclat de Calcaire,Burgundy,White,2023,75cl,3,31.482,ex-VAT,OC
Pierre Girardin,,Chassagne-Montrachet Clos De La Maltroie Rouge,Burgundy,White,2023,75cl,44,68.21100000000001,ex-VAT,OC
Paul Pillot,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,1996,75cl,12,314.82,ex-VAT,OC
Paul Pillot,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,1996,75cl,12,367.29,ex-VAT,OC
Paul Pillot,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,1993,75cl,12,314.82,ex-VAT,OC
Gros Frere et Soeur,,Grands Echezeaux,Burgundy,Red,1988,75cl,12,393.525,ex-VAT,OC
Rene Rostaing,,Cote Rotie Landonne,Rhone,Red,1991,75cl,10,341.055,ex-VAT,Loose
Marquis d'Angerville,,Volnay Champans,Burgundy,Red,1996,37.5cl,12,157.41,ex-VAT,OC
Marquis d'Angerville,,Volnay Champans,Burgundy,Red,1996,37.5cl,12,157.41,ex-VAT,OC
Jean Noel Gagnard,,Batard Montrachet,Burgundy,White,1996,6L,1,2938.32,ex-VAT,OWC
Jean Noel Gagnard,,Batard Montrachet,Burgundy,White,1995,6L,3,2256.21,ex-VAT,OWC
Roulot,,Meursault Meix Chavaux,Burgundy,White,1996,75cl,3,472.23,ex-VAT,Loose
Casanova di Neri,,Brunello di Montalcino Cerretalto,Tuscany,Red,2001,1.5L,4,760.815,ex-VAT,OWC
Casanova di Neri,,Brunello di Montalcino Cerretalto,Tuscany,Red,2001,1.5L,1,760.815,ex-VAT,OWC
Dominique Laurent,,Romanee-Saint-Vivant Grand Cru,Burgundy,Red,1996,75cl,4,603.405,ex-VAT,Loose
Dominique Laurent,,Romanee-Saint-Vivant Grand Cru,Burgundy,Red,1996,75cl,1,603.405,ex-VAT,Loose
Dominique Laurent,,Romanee-Saint-Vivant Grand Cru,Burgundy,Red,1996,75cl,1,524.6999999999999,ex-VAT,Loose
Louis Jadot,,Romanee-Saint-Vivant Grand Cru,Burgundy,Red,1995,75cl,12,367.29,ex-VAT,OC
Macallan,,Sherry Oak 30YO,Scotland,,2024,70cl,3,3142.953,ex-VAT,OC_OWC
Macallan,,Sherry Oak 30YO,Scotland,,2024,70cl,3,3142.953,ex-VAT,OC_OWC
San Giusto,,Percarlo,Tuscany,Red,2020,3L,1,419.76,ex-VAT,OWC
Masseto,,,Tuscany,Red,2017,1.5L,1,996.9299999999998,ex-VAT,Loose
Henri Boillot,,Puligny Montrachet Mouchere,Burgundy,White,2023,75cl,4,152.16299999999998,ex-VAT,OC
Genot Boulanger,,Puligny Montrachet Folatieres,Burgundy,White,2022,75cl,3,115.434,ex-VAT,OC
Genot Boulanger,,Corton Combes,Burgundy,Red,2022,75cl,7,94.44600000000001,ex-VAT,OC
Genot Boulanger,,Meursault Boucheres,Burgundy,White,2022,75cl,2,110.18699999999998,ex-VAT,OC
Genot Boulanger,,Puligny Montrachet Les Nosroyes,Burgundy,White,2022,75cl,6,52.47,ex-VAT,OC
Montevertine,,Pergole Torte,Tuscany,Red,1997,75cl,4,383.03099999999995,ex-VAT,Loose
Bella Oaks,,Le Genie,California,Red,2022,75cl,15,115.434,ex-VAT,OC
Bella Oaks,,Le Genie,California,Red,2022,1.5L,1,262.34999999999997,ex-VAT,OC
Bella Oaks,,Napa Valley Cabernet Sauvignon,California,Red,2021,1.5L,4,550.935,ex-VAT,OC
Domaine Ponsot,,Griotte Chambertin,Burgundy,Red,1999,75cl,1,498.4649999999999,ex-VAT,Loose
Paul Pillot,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,1996,75cl,9,262.34999999999997,ex-VAT,Loose
Paul Pillot,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,1996,75cl,21,288.585,ex-VAT,Loose
Jeremy Recchione,,Savigny Les Beaune 1er Cru Les Lavieres,Burgundy,White,2023,75cl,26,68.21100000000001,ex-VAT,OC
Jeremy Recchione,,Pernand Vergelesses 1er Cru En Caradeux,Burgundy,White,2023,75cl,30,68.21100000000001,ex-VAT,OC
Jeremy Recchione,,Pouilly Fuissé 1er Cru Clos Reyssier,Burgundy,White,2023,75cl,18,52.47,ex-VAT,OC
Jeremy Recchione,,Nebbiolo,Burgundy,White,2023,75cl,15,26.235,ex-VAT,OC
Pierre Girardin,,Morey-Saint-Denis Monts Luisants Premier Cru,Burgundy,Red,2022,75cl,28,78.705,ex-VAT,OC
Cappellano,,Barolo Pie Franco,Piedmont,Red,2011,1.5L,1,944.46,ex-VAT,OWC
DRC,,Romanee Conti,Burgundy,Red,1998,1.5L,1,32531.4,ex-VAT,Loose
Benoit Moreau,,Chassagne-Montrachet Les Fairendes Premier Cru,Burgundy,White,2020,75cl,3,209.88,ex-VAT,Loose
Benoit Moreau,,Puligny Montrachet Les Combettes,Burgundy,White,2020,75cl,2,262.34999999999997,ex-VAT,Loose
Vougeraie,,Charmes-Chambertin Mazoyeres Grand Cru,Burgundy,Red,2016,75cl,14,167.904,ex-VAT,OC
Vougeraie,,Clos de Vougeot Grand Cru,Burgundy,Red,2016,75cl,18,146.916,ex-VAT,OC
Vougeraie,,Clos de Vougeot Grand Cru,Burgundy,Red,2017,75cl,3,146.916,ex-VAT,OC
Margaux,,,Bordeaux,Red,1945,75cl,3,2623.5,ex-VAT,Loose
Duroche,,Gevrey-Chambertin Les Jeunes Rois,Burgundy,Red,2009,75cl,2,183.645,ex-VAT,Loose
Roulot,,Meursault Boucheres,Burgundy,White,2011,1.5L,3,813.2849999999999,ex-VAT,OC
Roulot,,Meursault Boucheres,Burgundy,White,2011,1.5L,6,813.2849999999999,ex-VAT,OC
Roulot,,Meursault Boucheres,Burgundy,White,2014,1.5L,6,1049.3999999999999,ex-VAT,OC
Marquis d'Angerville,,Volnay Clos Ducs,Burgundy,Red,1985,75cl,1,787.05,ex-VAT,Loose
Jean Grivot,,Richebourg,Burgundy,Red,1988,75cl,1,787.05,ex-VAT,Loose
Lafite Rothschild,,,Bordeaux,Red,1959,1.5L,1,15741.0,ex-VAT,Loose
Jaffelin,,Batard Montrachet,Burgundy,White,1988,75cl,1,367.29,ex-VAT,Loose
Georges Roumier,,Chambolle Musigny Cras,Burgundy,Red,1995,75cl,1,1259.28,ex-VAT,Loose
Fourrier,,Gevrey Chambertin Clos St Jacques Vv,Burgundy,Red,2000,75cl,2,629.64,ex-VAT,Loose
Jean Grivot,,Richebourg,Burgundy,Red,1996,1.5L,1,1993.8599999999997,ex-VAT,Loose
Hubert Lignier,,Clos Roche,Burgundy,Red,1988,1.5L,1,2361.15,ex-VAT,Loose
Macallan,,Double Cask 30YO,Scotland,,2024,70cl,12,2361.15,ex-VAT,OC_OWC
Duroche,,Chambertin Grand Cru,Burgundy,Red,2021,1.5L,1,2466.09,ex-VAT,OWC
Lambrays,,Clos Lambrays,Burgundy,Red,2021,1.5L,3,708.345,ex-VAT,OWC
Jean-Marc Boillot,,Puligny-Montrachet La Truffiere Premier Cru,Burgundy,White,1991,75cl,6,104.94,ex-VAT,Loose
Jean-Marc Boillot,,Puligny Montrachet Referts,Burgundy,White,1991,75cl,2,157.41,ex-VAT,Loose
Jean-Marc Boillot,,Batard-Montrachet Grand Cru,Burgundy,White,1991,75cl,3,524.6999999999999,ex-VAT,Loose
DRC,,Romanee Saint Vivant,Burgundy,Red,1989,1.5L,6,6138.99,ex-VAT,OWC
Anne-Francoise Gros,,Richebourg,Burgundy,Red,2009,1.5L,6,1731.5100000000002,ex-VAT,OC
Georges Mugneret Gibourg,,Vosne Romanee,Burgundy,Red,2021,75cl,12,183.645,ex-VAT,OC
Ornellaia,,,Tuscany,Red,2022,75cl,79,152.16299999999998,ex-VAT,OWC
Tignanello,,,Tuscany,Red,2022,75cl,,115.434,ex-VAT,OC
Tignanello,,,Tuscany,Red,2022,75cl,12,115.434,ex-VAT,OWC
Margaux,,,Bordeaux,Red,1955,75cl,1,682.11,ex-VAT,Loose
Latour,,,Bordeaux,Red,1940,75cl,1,1049.3999999999999,ex-VAT,Loose
Amiot Servelle,,Chambolle-Musigny,Burgundy,Red,1999,75cl,2,131.17499999999998,ex-VAT,Loose
Amiot Servelle,,Chambolle-Musigny Les Amoureuses Premier Cru,Burgundy,Red,2004,75cl,3,314.82,ex-VAT,Loose
Amiot Servelle,,Clos de Vougeot Grand Cru,Burgundy,Red,2004,75cl,3,183.645,ex-VAT,Loose
Moet & Chandon,,Dom Perignon Oenotheque Rose,Champagne,Rosé,1982,1.5L,1,5037.12,ex-VAT,GB
Joseph Drouhin,,Beaune Clos Mouches Rouge,Burgundy,Red,1986,75cl,5,157.41,ex-VAT,Loose
Armand Rousseau,,Chambertin,Burgundy,Red,1959,75cl,1,7345.8,ex-VAT,Loose
Giuseppe Mascarello,,Barolo Monprivato,Piedmont,Red,1985,3L,1,2098.7999999999997,ex-VAT,Loose
Lamy-Caillat,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,2014,75cl,6,734.58,ex-VAT,OWC
Macallan,,Fine & Rare – 30YO,Speyside,,1990,70cl,1,14166.9,ex-VAT,OC_OWC
Macallan,,Fine & Rare – 27YO,Speyside,,1993,70cl,1,12068.1,ex-VAT,OC_OWC
Macallan,,Fine & Rare – 35YO,Speyside,,1940,70cl,1,43550.1,ex-VAT,OC_OWC
Francois Bertheau,,Bonnes Mares,Burgundy,Red,1985,75cl,2,996.9299999999998,ex-VAT,Loose
Camille Giroud,,Charmes-Chambertin Grand Cru,Burgundy,Red,1978,75cl,5,472.23,ex-VAT,Loose
Camille Giroud,,Charmes-Chambertin Grand Cru,Burgundy,Red,1978,75cl,5,577.17,ex-VAT,Loose
Camille Giroud,,Mazis-Chambertin Grand Cru,Burgundy,Red,1996,75cl,12,419.76,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de Vougeot Grand Cru,Burgundy,Red,1988,1.5L,3,682.11,ex-VAT,OWC
Remoissenet Pere & Fils,,Clos de Vougeot Grand Cru,Burgundy,Red,1966,1.5L,3,1679.04,ex-VAT,OWC
Remoissenet Pere & Fils,,Clos de Vougeot Grand Cru,Burgundy,Red,1966,1.5L,3,1679.04,ex-VAT,OWC
Remoissenet Pere & Fils,,Mazis-Chambertin Grand Cru,Burgundy,Red,1978,75cl,6,839.52,ex-VAT,OWC
Remoissenet Pere & Fils,,Mazis-Chambertin Grand Cru,Burgundy,Red,1978,75cl,9,682.11,ex-VAT,Loose
Vincent Girardin,,Clos de la Roche Grand Cru,Burgundy,Red,2005,75cl,12,262.34999999999997,ex-VAT,OC
Vincent Girardin,,Echezeaux Grand Cru,Burgundy,Red,1999,75cl,2,236.115,ex-VAT,Loose
Vincent Girardin,,Echezeaux Grand Cru,Burgundy,Red,1999,75cl,1,236.115,ex-VAT,Loose
Masseto,,,Tuscany,Red,1994,1.5L,3,1574.1,ex-VAT,OWC
Masseto,,,Tuscany,Red,2009,3L,2,3305.61,ex-VAT,OWC
Guigal,,Cote Rotie Mouline,Rhone,Red,1998,75cl,12,472.23,ex-VAT,OWC
Yquem,,,Bordeaux,White,1898,75cl,1,6296.4,ex-VAT,Loose
Yquem,,,Bordeaux,White,1899,75cl,1,6821.1,ex-VAT,Loose
Yquem,,,Bordeaux,White,1975,75cl,14,682.11,ex-VAT,OWC
Petrus,,,Bordeaux,Red,1969,75cl,6,2098.7999999999997,ex-VAT,OWC
Yquem,,,Bordeaux,White,1892,75cl,1,6821.1,ex-VAT,Loose
Gruaud Larose,,,Bordeaux,Red,1997,3L,1,288.585,ex-VAT,OWC
Conseillante,,,Bordeaux,Red,1995,75cl,3,136.42200000000003,ex-VAT,Loose
Lafouge Jean & Gilles,,Auxey-Duresses Les Duresses Rouge,Burgundy,Red,2022,75cl,2,26.235,ex-VAT,OC
Macallan,,Art is the Flower,Scotland,,NV,70cl,2,655.875,ex-VAT,GB_OC
Trotanoy,,,Bordeaux,Red,1998,75cl,1,445.995,ex-VAT,OWC
Vietti,,Barolo Lazzarito,Piedmont,Red,1997,75cl,12,236.115,ex-VAT,OC
Arnoux Lachaux,,Echezeaux Les Rouges,Burgundy,Red,2019,75cl,6,1679.04,ex-VAT,OC
Harlan Estate,,,California,Red,2020,75cl,1,1049.3999999999999,ex-VAT,Loose
Joseph Roty,,Griotte Chambertin,Burgundy,Red,1989,1.5L,1,1154.34,ex-VAT,Loose
Pierre Yves Colin Morey,,Chevalier Montrachet Blanc,Burgundy,White,2011,75cl,1,996.9299999999998,ex-VAT,Loose
Pierre Yves Colin Morey,,Chevalier Montrachet Blanc,Burgundy,White,2005,75cl,5,1364.22,ex-VAT,Loose
Roulot,,Meursault Boucheres,Burgundy,White,2013,3L,2,1941.39,ex-VAT,OWC
Pierre Yves Colin Morey,,Batard Montrachet,Burgundy,White,2010,75cl,4,1259.28,ex-VAT,Loose
Pierre Yves Colin Morey,,Batard Montrachet,Burgundy,White,2017,1.5L,2,2203.74,ex-VAT,Loose
Pierre Yves Colin Morey,,Meursault Perrieres Blanc,Burgundy,White,2018,3L,1,2623.5,ex-VAT,OWC
Pierre Yves Colin Morey,,Bienvenues-Batard-Montrachet Grand Cru,Burgundy,White,2015,1.5L,1,1574.1,ex-VAT,Loose
Pierre Yves Colin Morey,,Meursault Perrieres Blanc,Burgundy,White,2015,1.5L,1,1206.81,ex-VAT,Loose
Domaine Dujac,,Bonnes Mares,Burgundy,Red,1999,75cl,2,2203.74,ex-VAT,Loose
Jean-Claude Bachelet,,Bienvenues-Batard-Montrachet Grand Cru,Burgundy,White,2018,75cl,6,629.64,ex-VAT,OC
Screaming Eagle,,,California,Red,2020,1.5L,1,4197.599999999999,ex-VAT,OWC
Coche Dury,,Meursault Blanc,Burgundy,White,2006,75cl,1,996.9299999999998,ex-VAT,Loose
Domaine Leflaive,,Puligny Montrachet Clavoillon,Burgundy,White,1996,1.5L,1,1259.28,ex-VAT,Loose
Domaine Leflaive,,Puligny Montrachet Clavoillon,Burgundy,White,1996,1.5L,1,1259.28,ex-VAT,Loose
Hendricks,,Neptunia,Scotland,,NV,70cl,,15.741,ex-VAT,OC
Jacques Frederic Mugnier,,Bonnes Mares,Burgundy,Red,2005,75cl,12,1574.1,ex-VAT,Loose
Flor Pingus,,,Castilla y Leon,Red,2023,75cl,,81.8532,ex-VAT,OC
Flor Pingus,,,Castilla y Leon,Red,2023,75cl,58,81.8532,ex-VAT,OC
Lafite Rothschild,,,Bordeaux,Red,1973,1.5L,3,603.405,ex-VAT,Loose
Bruno Giacosa,,Barbaresco Gallina di Neive,Piedmont,Red,1985,75cl,7,524.6999999999999,ex-VAT,Loose
Pierre Peters,,Speciale Chetillons Reserve Familiale,Champagne,White,2012,75cl,6,629.64,ex-VAT,OC
Pierre Peters,,Speciale Chetillons,Champagne,White,2017,1.5L,3,550.935,ex-VAT,OC
