Producer,Appellation,Cuvée / Wine,Region,Colour,Vintage,Format,Qty,Price/bottle,Price basis,Packaging / note
Promontory,,Napa Blend,California,Red,2015,1.5L,1,1154.34,ex-VAT,OWC
Jean de Sarthy,,Clos Vougeot,Burgundy,Red,1990,75cl,2,314.82,ex-VAT,Loose
Jean-Philippe Marchand,,Bonnes Mares,Burgundy,Red,1993,75cl,2,262.34999999999997,ex-VAT,Loose
Haut Brion,,Vertical,Bordeaux,Red,NV,6.75L,1,15741.0,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1987,1.5L,1,3410.55,ex-VAT,Loose
Delamotte,,Blanc Blancs Brut,Champagne,White,2018,75cl,12,57.717,ex-VAT,Loose
Hubert Lamy,,Criots Batard Montrachet,Burgundy,White,1998,75cl,1,1469.16,ex-VAT,Loose
Petrus,,,Bordeaux,Red,1981,5L,2,10488.753,ex-VAT,Loose
Gangloff,,Cote Rotie Barbarine,Rhone,Red,2023,75cl,48,136.42200000000003,ex-VAT,OC
Roulot,,Meursault Tessons Mon Plaisir,Burgundy,White,2023,1.5L,6,708.345,ex-VAT,OC
Roulot,,Meursault Tessons Mon Plaisir,Burgundy,White,2023,3L,1,1469.16,ex-VAT,OWC
Macallan,,Double Cask 18YO,Scotland,,2025,70cl,120,199.38600000000002,ex-VAT,GB_OC
Macallan,,Double Cask 12YO,Speyside,,NV,70cl,,47.223000000000006,ex-VAT,GB_OC
Bond,,Assortment,California,Red,2005,6L,1,3148.2,ex-VAT,OWC
Joseph Phelps,,Insignia,California,Red,2007,75cl,1,288.585,ex-VAT,Loose
Scarecrow,,Cabernet Sauvignon,California,Red,2021,1.5L,1,1469.16,ex-VAT,OWC
Louis Roederer,,Cristal Rose,Champagne,Rosé,1990,75cl,1,944.46,ex-VAT,OWC
Georges Mugneret Gibourg,,Echezeaux,Burgundy,Red,1985,1.5L,1,2308.68,ex-VAT,Loose
Evangile,,,Bordeaux,Red,1952,75cl,1,262.34999999999997,ex-VAT,Loose
Evangile,,,Bordeaux,Red,1971,75cl,1,209.88,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,1989,75cl,12,3672.9,ex-VAT,OC
Harlan Estate,,,California,Red,2015,75cl,4,1023.165,ex-VAT,Loose
Masseto,,,Tuscany,Red,1994,75cl,6,708.345,ex-VAT,OWC
Masseto,,,Tuscany,Red,1994,75cl,6,708.345,ex-VAT,OWC
Sine Qua Non,,Assortment Case,California,Red,2012,3L,1,1574.1,ex-VAT,OWC
Comte Liger Belair,,Vosne Romanee Colombiere,Burgundy,Red,2016,1.5L,3,2466.09,ex-VAT,OWC
Ramonet,,Montrachet,Burgundy,White,1995,3L,1,15741.0,ex-VAT,Loose
DRC,,Grands Echezeaux,Burgundy,Red,2004,6L,1,34105.49999999999,ex-VAT,Loose
DRC,,La Tache,Burgundy,Red,1998,1.5L,3,10494.0,ex-VAT,Loose
Yquem,,,Bordeaux,White,1954,1.5L,1,2623.5,ex-VAT,Loose
Yquem,,,Bordeaux,White,1961,1.5L,1,3410.55,ex-VAT,Loose
Yquem,,,Bordeaux,White,1984,1.5L,1,629.64,ex-VAT,Loose
Yquem,,,Bordeaux,White,1987,1.5L,1,629.64,ex-VAT,Loose
Ramonet,,Chassagne Montrachet Morgeot Blanc,Burgundy,White,2002,75cl,12,314.82,ex-VAT,OC
Guy Amiot,,Montrachet,Burgundy,White,1992,75cl,6,839.52,ex-VAT,Loose
Maison Leroy,,Volnay Santenots,Burgundy,Red,1978,75cl,1,1049.3999999999999,ex-VAT,Loose
Fourrier,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2003,75cl,12,472.23,ex-VAT,OC
DRC,,Romanee Saint Vivant,Burgundy,Red,1991,75cl,3,3620.4299999999994,ex-VAT,OWC
Domaine Leroy,,Nuits Saint Georges Lavieres,Burgundy,Red,1992,75cl,24,1679.04,ex-VAT,OWC
Domaine Leroy,,Pommard Vignots,Burgundy,Red,1989,75cl,12,2256.21,ex-VAT,OWC
Bouchard Pere et Fils,,Latricieres-Chambertin Grand Cru,Burgundy,Red,1962,75cl,10,629.64,ex-VAT,Loose
Maison Leroy,,Gevrey Chambertin,Burgundy,Red,1985,75cl,23,891.99,ex-VAT,Loose
Lynch Bages,,,Bordeaux,Red,1990,1.5L,6,944.46,ex-VAT,OWC
Roc Breia,,Pinot Noir,France,Red,2024,75cl,,35.6796,ex-VAT,OC
Roc Breia,,Macon,France,Red,2024,75cl,,35.6796,ex-VAT,OC
Coche Dury,,Meursault Perrieres Blanc,Burgundy,White,2015,75cl,1,2623.5,ex-VAT,Loose
Ramonet,,Chassagne Montrachet Boudriotte Blanc,Burgundy,White,2023,75cl,42,183.645,ex-VAT,OC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,2002,75cl,1,1259.28,ex-VAT,Loose
Roulot,,Meursault Boucheres,Burgundy,White,2021,1.5L,1,839.52,ex-VAT,Loose
Henri Bonneau,,Chateauneuf Du Pape Reserve Celestins,Rhone,Red,1999,1.5L,6,891.99,ex-VAT,Loose
Labet,,Cotes du Jura Les Champs Rouges Chardonnay,Jura,White,2022,75cl,12,141.66899999999998,ex-VAT,OC
Emmanuel Rouget,,Vosne Romanee,Burgundy,Red,2000,75cl,12,419.76,ex-VAT,OC
Ramonet,,Chassagne Montrachet Morgeot Blanc,Burgundy,White,1992,75cl,1,367.29,ex-VAT,Loose
Mommessin,,Clos Tart,Burgundy,Red,1978,1.5L,1,3935.25,ex-VAT,Loose
Pierre Ponnelle,,Musigny Grand Cru,Burgundy,Red,1949,75cl,1,4197.599999999999,ex-VAT,Loose
Henri Naudin-Ferrand,,Echezeaux,Burgundy,Red,2001,75cl,3,734.58,ex-VAT,OWC
DRC,,Romanee Saint Vivant,Burgundy,Red,1969,75cl,1,3410.55,ex-VAT,Loose
Piper Heidsieck,,Brut,Champagne,White,1982,1.5L,1,839.52,ex-VAT,OWC
Bouchard Pere et Fils,,Beaune Les Avaux Premier Cru,Burgundy,Red,1919,75cl,1,3148.2,ex-VAT,Loose
Joseph Drouhin,,Chambolle Musigny Amoureuses,Burgundy,Red,2014,1.5L,6,734.58,ex-VAT,Loose
Joseph Drouhin,,Musigny,Burgundy,Red,2014,75cl,6,629.64,ex-VAT,Loose
Hospices de Beaune (Camille Giroud),,Volnay Cuvee Blondeau,Burgundy,Red,1937,75cl,1,734.58,ex-VAT,Loose
Hospices de Beaune (Camille Giroud),,Volnay Cuvee Blondeau,Burgundy,Red,1937,75cl,6,734.58,ex-VAT,Loose
Camille Giroud,,Musigny,Burgundy,Red,1949,75cl,6,6296.4,ex-VAT,Loose
Camille Giroud,,Chambertin,Burgundy,Red,1971,75cl,11,1049.3999999999999,ex-VAT,Loose
Camille Giroud,,Richebourg,Burgundy,Red,1971,75cl,6,1259.28,ex-VAT,Loose
Meo Camuzet,,Nuits Saint Georges Murgers,Burgundy,Red,1988,75cl,1,2308.68,ex-VAT,Loose
Domaine Dujac,,Chambertin,Burgundy,Red,2020,75cl,6,2308.68,ex-VAT,OC
Domaine Dujac,,Chambertin,Burgundy,Red,2021,75cl,12,2098.7999999999997,ex-VAT,OWC
Domaine Dujac,,Chambertin,Burgundy,Red,2021,1.5L,6,4722.3,ex-VAT,OWC
Roulot,,Meursault,Burgundy,White,2013,1.5L,6,472.23,ex-VAT,Loose
Roulot,,Meursault,Burgundy,White,2013,1.5L,2,472.23,ex-VAT,Loose
Roulot,,Meursault Boucheres,Burgundy,White,2013,1.5L,6,787.05,ex-VAT,OC
Roulot,,Meursault Boucheres,Burgundy,White,2016,1.5L,12,839.52,ex-VAT,OC
Pierre Yves Colin Morey,,Batard Montrachet,Burgundy,White,2009,75cl,5,1049.3999999999999,ex-VAT,OWC
Lafleur,,,Bordeaux,Red,1970,1.5L,1,3672.9,ex-VAT,Loose
Caol Ila,,25YO,Scotland,,NV,70cl,,178.398,ex-VAT,GB_OC
Latour,,,Bordeaux,Red,1903,75cl,1,4197.599999999999,ex-VAT,Loose
Latour,,,Bordeaux,Red,1903,75cl,1,4197.599999999999,ex-VAT,Loose
Latour,,,Bordeaux,Red,1964,1.5L,1,2466.09,ex-VAT,Loose
Haut Brion,,,Bordeaux,Red,1958,75cl,1,944.46,ex-VAT,Loose
Henri Jayer,,Vosne Romanee Cros Parantoux,Burgundy,Red,1994,75cl,1,12068.1,ex-VAT,Loose
Henri Jayer,,Vosne Romanee Cros Parantoux,Burgundy,Red,1994,75cl,2,12068.1,ex-VAT,Loose
Henry Lamarche,,Vosne Romanee Grande Rue,Burgundy,Red,1969,75cl,1,734.58,ex-VAT,Loose
Armand Rousseau,,Ruchottes Chambertin Clos Ruchottes,Burgundy,Red,1990,75cl,2,2256.21,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,1999,75cl,3,2623.5,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,1999,75cl,4,2623.5,ex-VAT,Loose
Heitz Cellar,,Martha's Vineyard Cabernet Sauvignon,California,Red,1985,1.5L,1,1469.16,ex-VAT,Loose
de la Maltroye,,Chassagne-Montrachet Morgeot Vigne Blanche Premier Cru,Burgundy,White,2001,1.5L,1,367.29,ex-VAT,Loose
Maison Leroy,,Meursault Perrieres Blanc,Burgundy,White,1986,75cl,1,1836.45,ex-VAT,Loose
Maison Leroy,,Meursault Charmes Premier Cru,Burgundy,White,1973,75cl,4,1574.1,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,2001,75cl,9,2098.7999999999997,ex-VAT,Loose
Emmanuel Rouget,,Vosne Romanee Cros Parantoux,Burgundy,Red,2001,75cl,2,2098.7999999999997,ex-VAT,Loose
Bouchard Aine et Fils,,Musigny Grand Cru,Burgundy,Red,1959,1.5L,1,4459.95,ex-VAT,Loose
Sylvain Cathiard,,Romanee Saint Vivant,Burgundy,Red,2022,75cl,6,1993.8599999999997,ex-VAT,OWC
Platt Vineyard,,Chardonnay Estate Sonoma Coast,California,White,2023,75cl,83,78.705,ex-VAT,OC
Platt Vineyard,,Chardonnay Reserve Sonoma Coast,California,White,2023,75cl,,183.645,ex-VAT,OC
Platt Vineyard,,Pinot Noir Estate Sonoma Coast,California,Red,2023,75cl,72,78.705,ex-VAT,OC
Platt Vineyard,,Pinot Noir Reserve Sonoma Coast,California,Red,2023,75cl,42,183.645,ex-VAT,OC
Prieure Roch,,Clos Vougeot,Burgundy,Red,2000,3L,1,5771.7,ex-VAT,OWC
Prieure Roch,,Nuits Saint Georges Clos Corvees,Burgundy,Red,1999,3L,1,4459.95,ex-VAT,OWC
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2003,75cl,5,1049.3999999999999,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2003,75cl,1,1049.3999999999999,ex-VAT,Loose
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,1993,75cl,1,3777.84,ex-VAT,Loose
Pierre Yves Colin Morey,,Batard Montrachet,Burgundy,White,2021,75cl,1,996.9299999999998,ex-VAT,OC_OWC
Coche Dury,,Corton Charlemagne Blanc,Burgundy,White,2011,75cl,1,4197.599999999999,ex-VAT,Loose
Roagna,,Barbaresco Asili Vecchie Viti,Piedmont,Red,2017,75cl,6,262.34999999999997,ex-VAT,OC
Louis Latour,,Montrachet Grand Cru,Burgundy,White,2021,75cl,6,472.23,ex-VAT,OWC
Lorenzo Accomasso,,Barolo Annunziata Riserva,Piedmont,Red,2015,75cl,12,183.645,ex-VAT,OC
Coche Dury,,Meursault Blanc,Burgundy,White,2023,75cl,6,708.345,ex-VAT,Loose
Coche Dury,,Meursault Genevrieres,Burgundy,White,2023,75cl,5,1993.8599999999997,ex-VAT,Loose
Coche Dury,,Meursault Rougeots,Burgundy,White,2023,75cl,3,1049.3999999999999,ex-VAT,Loose
Coche Dury,,Puligny Montrachet Enseigneres,Burgundy,White,2023,75cl,2,996.9299999999998,ex-VAT,Loose
Billecart Salmon,,Nicolas Francois,Champagne,White,1986,75cl,6,524.6999999999999,ex-VAT,OWC
Denis Bachelet,,Charmes Chambertin Vv,Burgundy,Red,2010,75cl,1,760.815,ex-VAT,Loose
Denis Bachelet,,Charmes Chambertin Vv,Burgundy,Red,2010,75cl,5,760.815,ex-VAT,Loose
Ramonet,,Batard Montrachet,Burgundy,White,2007,1.5L,1,1679.04,ex-VAT,Loose
Ramonet,,Bienvenues Batard Montrachet,Burgundy,White,2007,1.5L,1,1469.16,ex-VAT,Loose
Bruno Clair,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2009,75cl,12,314.82,ex-VAT,OC
Bruno Clair,,Gevrey Chambertin Clos St Jacques,Burgundy,Red,2010,75cl,6,367.29,ex-VAT,OC
Domaine Ponsot,,Clos Roche Vv,Burgundy,Red,1995,3L,1,2098.7999999999997,ex-VAT,Loose
Remoissenet Pere & Fils,,Charmes-Chambertin Grand Cru,Burgundy,Red,1972,75cl,2,314.82,ex-VAT,Loose
Remoissenet Pere & Fils,,Charmes-Chambertin Grand Cru,Burgundy,Red,1972,75cl,2,262.34999999999997,ex-VAT,Loose
Remoissenet Pere & Fils,,Charmes-Chambertin Grand Cru,Burgundy,Red,1985,75cl,1,419.76,ex-VAT,Loose
Remoissenet Pere & Fils,,Charmes-Chambertin Grand Cru,Burgundy,Red,1989,75cl,3,236.115,ex-VAT,Loose
Remoissenet Pere & Fils,,Charmes-Chambertin Grand Cru,Burgundy,Red,1993,75cl,1,262.34999999999997,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de la Roche Grand Cru,Burgundy,Red,1964,75cl,1,629.64,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de la Roche Grand Cru,Burgundy,Red,1979,75cl,3,472.23,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de la Roche Grand Cru,Burgundy,Red,1989,75cl,5,419.76,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de Vougeot Grand Cru,Burgundy,Red,1966,1.5L,3,1311.75,ex-VAT,Loose
Remoissenet Pere & Fils,,Clos de Vougeot Grand Cru,Burgundy,Red,1985,1.5L,3,1049.3999999999999,ex-VAT,Loose
Remoissenet Pere & Fils,,Mazis-Chambertin Grand Cru,Burgundy,Red,1969,75cl,1,524.6999999999999,ex-VAT,Loose
Raveneau,,Chablis Montmains,Burgundy,White,2006,75cl,18,341.055,ex-VAT,Loose
Comte Vogue,,Bonnes Mares,Burgundy,Red,1978,75cl,6,1626.5699999999997,ex-VAT,OC
La Mission Haut Brion,,,Bordeaux,Red,1975,75cl,11,944.46,ex-VAT,OWC
Coffinet-Duvernay,,Batard Montrachet,Burgundy,White,2012,75cl,12,341.055,ex-VAT,OC
Coffinet-Duvernay,,Batard Montrachet,Burgundy,White,2012,1.5L,3,734.58,ex-VAT,OC
Domaine Leflaive,,Batard Montrachet,Burgundy,White,2009,1.5L,3,1993.8599999999997,ex-VAT,OWC
Vincent Dureuil Janthial,,Rully Vauvry Premier Cru,Burgundy,Red,2022,75cl,3,52.47,ex-VAT,Loose
Yquem,,,Bordeaux,White,1917,75cl,1,3672.9,ex-VAT,Loose
Yquem,,,Bordeaux,White,1921,75cl,1,5247.0,ex-VAT,Loose
Yquem,,,Bordeaux,White,1896,75cl,1,7345.8,ex-VAT,Loose
Yquem,,,Bordeaux,White,1890,75cl,1,7240.859999999999,ex-VAT,Loose
Domaine Leflaive,,Montrachet,Burgundy,White,2009,75cl,1,14691.6,ex-VAT,OWC
Laurent Ponsot,,Chambertin Cuvee du Chene Grand Cru,Burgundy,Red,2018,75cl,3,262.34999999999997,ex-VAT,Loose
Laurent Ponsot,,Chambertin Cuvee du Chene Grand Cru,Burgundy,Red,2019,75cl,3,288.585,ex-VAT,Loose
Laurent Ponsot,,Chambertin Cuvee du Chene Grand Cru,Burgundy,Red,2020,75cl,3,288.585,ex-VAT,Loose
Yquem,,,Bordeaux,White,1944,75cl,1,1679.04,ex-VAT,Loose
Yquem,,,Bordeaux,White,1940,75cl,1,1469.16,ex-VAT,Loose
Yquem,,,Bordeaux,White,1940,75cl,1,1469.16,ex-VAT,Loose
Yquem,,,Bordeaux,White,1936,75cl,1,1469.16,ex-VAT,Loose
Yquem,,,Bordeaux,White,1922,75cl,1,2623.5,ex-VAT,Loose
Yquem,,,Bordeaux,White,1923,75cl,1,1836.45,ex-VAT,Loose
Tignanello,,,Tuscany,Red,2022,1.5L,6,225.621,ex-VAT,OWC
Coche Dury,,Meursault Caillerets,Burgundy,White,2006,75cl,3,1783.98,ex-VAT,Loose
Gros Frere et Soeur,,Grands Echezeaux,Burgundy,Red,1997,1.5L,6,629.64,ex-VAT,OC
Gros Frere et Soeur,,Richebourg,Burgundy,Red,2006,1.5L,3,1259.28,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2001,1.5L,1,4722.3,ex-VAT,Loose
Meo Camuzet,,Vosne Romanee Cros Parantoux,Burgundy,Red,1991,75cl,1,3672.9,ex-VAT,Loose
Meo Camuzet,,Vosne Romanee Chaumes,Burgundy,Red,2005,75cl,12,577.17,ex-VAT,OC
Domaine Ponsot,,Clos Roche Vv,Burgundy,Red,1993,1.5L,2,2623.5,ex-VAT,Loose
Roulot,,Meursault Perrieres,Burgundy,White,2002,75cl,4,1888.92,ex-VAT,Loose
Roulot,,Meursault Perrieres,Burgundy,White,2002,75cl,2,1888.92,ex-VAT,Loose
Henri Jayer,,Vosne Romanee Cros Parantoux,Burgundy,Red,1993,75cl,1,15741.0,ex-VAT,Loose
Alain Hudelot Noellat,,Romanee Saint Vivant,Burgundy,Red,2020,75cl,2,787.05,ex-VAT,OC
d'Auvenay,,Bonnes Mares,Burgundy,Red,2002,75cl,1,7870.5,ex-VAT,Loose
d'Auvenay,,Bonnes Mares,Burgundy,Red,2002,75cl,1,7870.5,ex-VAT,Loose
d'Auvenay,,Bonnes Mares,Burgundy,Red,2006,75cl,6,7870.5,ex-VAT,OWC
Domaine Leroy,,Chambertin,Burgundy,Red,2006,75cl,1,11543.4,ex-VAT,Loose
Pingus,,,Castilla y Leon,Red,2023,75cl,15,787.05,ex-VAT,OWC
Pingus,,Psi,Castilla y Leon,Red,2023,75cl,,26.235,ex-VAT,OC
Pingus,,Psi,Castilla y Leon,Red,2023,75cl,17,26.235,ex-VAT,OC
Gangloff,,Cote Rotie Sereine,Rhone,Red,2023,75cl,24,194.13899999999998,ex-VAT,OC
Gangloff,,Condrieu,Rhone,White,2024,75cl,18,94.44600000000001,ex-VAT,OC
Gangloff,,Saint-Joseph,Rhone,Red,2023,75cl,5,89.199,ex-VAT,OC
Gangloff,,Saint-Joseph Blanc,Rhone,White,2024,75cl,12,89.199,ex-VAT,OC
Domaine Leroy,,Nuits Saint Georges Allots,Burgundy,Red,1988,75cl,1,1679.04,ex-VAT,Loose
Mouton Rothschild,,,Bordeaux,Red,2000,5L,1,10441.53,ex-VAT,Loose
Bouchard Pere et Fils,,Chassagne-Montrachet Blanc,Burgundy,White,1959,75cl,3,1154.34,ex-VAT,OWC
Bouchard Pere et Fils,,Meursault Charmes Premier Cru,Burgundy,White,1952,75cl,3,2623.5,ex-VAT,OWC
Bouchard Pere et Fils,,Meursault Charmes Premier Cru,Burgundy,White,1950,75cl,5,1311.75,ex-VAT,OWC
Bouchard Pere et Fils,,Meursault Perrieres Blanc,Burgundy,White,1947,75cl,6,2361.15,ex-VAT,OWC
Bouchard Pere et Fils,,Puligny-Montrachet Les Referts,Burgundy,White,1959,75cl,6,2098.7999999999997,ex-VAT,OWC
Bouchard Pere et Fils,,Puligny-Montrachet Les Folatieres Premier Cru,Burgundy,White,1978,75cl,2,996.9299999999998,ex-VAT,OWC
Bouchard Pere et Fils,,Puligny-Montrachet Les Folatieres Premier Cru,Burgundy,White,1961,75cl,8,1574.1,ex-VAT,OWC
Bouchard Pere et Fils,,Puligny-Montrachet Les Folatieres Premier Cru,Burgundy,White,1959,75cl,3,2098.7999999999997,ex-VAT,OWC
Bouchard Pere et Fils,,Volnay Fremiets,Burgundy,Red,1962,75cl,3,1469.16,ex-VAT,OWC
Bouchard Pere et Fils,,Volnay,Burgundy,Red,1957,75cl,6,1154.34,ex-VAT,OWC
Bouchard Pere et Fils,,Chambolle-Musigny,Burgundy,Red,1975,75cl,6,393.525,ex-VAT,OWC
Bouchard Pere et Fils,,Chambolle-Musigny Les Charmes Premier Cru,Burgundy,Red,1959,75cl,3,2098.7999999999997,ex-VAT,OWC
Bouchard Pere et Fils,,Musigny Grand Cru,Burgundy,Red,1972,75cl,5,1731.5100000000002,ex-VAT,OWC
Bouchard Pere et Fils,,Clos Vougeot,Burgundy,Red,1975,75cl,12,787.05,ex-VAT,OWC
Lafite Rothschild,,,Bordeaux,Red,1933,75cl,1,2623.5,ex-VAT,Loose
Gangloff,,Cote Rotie Barbarine,Rhone,Red,2023,75cl,6,136.42200000000003,ex-VAT,Loose
Latour,,,Bordeaux,Red,1933,75cl,1,2623.5,ex-VAT,Loose
Latour,,,Bordeaux,Red,1932,75cl,1,2885.85,ex-VAT,Loose
Latour,,,Bordeaux,Red,1918,75cl,2,3935.25,ex-VAT,Loose
Margaux,,,Bordeaux,Red,1926,1.5L,1,9969.3,ex-VAT,Loose
Cheval Blanc,,,Bordeaux,Red,1925,1.5L,1,13642.2,ex-VAT,Loose
Billecart Salmon,,Nicolas Francois,Champagne,White,1990,75cl,6,472.23,ex-VAT,Loose
Coche Dury,,Meursault Blanc,Burgundy,White,2003,75cl,2,1101.87,ex-VAT,Loose
Comtes Lafon,,Meursault Genevrieres,Burgundy,White,2002,75cl,3,498.4649999999999,ex-VAT,Loose
Comtes Lafon,,Puligny Montrachet Champ Gain,Burgundy,White,2002,75cl,4,419.76,ex-VAT,Loose
Albert Grivault,,Meursault Perrieres Blanc Premier Cru,Burgundy,White,1992,75cl,1,262.34999999999997,ex-VAT,Loose
Vincent Dancer,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,2015,75cl,6,314.82,ex-VAT,OC
Maison Leroy,,Meursault Charmes Premier Cru,Burgundy,White,1999,75cl,6,944.46,ex-VAT,Loose
Maison Leroy,,Meursault Porusot Premier Cru,Burgundy,White,1999,75cl,6,944.46,ex-VAT,Loose
Chateau de la Tour,,Clos Vougeot,Burgundy,Red,1979,1.5L,1,1836.45,ex-VAT,OWC
Ausone,,,Bordeaux,Red,1953,1.5L,5,3148.2,ex-VAT,Loose
Coche Dury,,Meursault Rougeots,Burgundy,White,1996,75cl,2,2203.74,ex-VAT,OC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,2003,75cl,49,341.055,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,2001,75cl,25,341.055,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1998,75cl,38,314.82,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1997,1.5L,8,629.64,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1997,75cl,21,314.82,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1994,1.5L,10,577.17,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1994,75cl,15,288.585,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1991,1.5L,11,891.99,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1991,1.5L,1,891.99,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1983,75cl,35,367.29,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1982,75cl,10,419.76,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1981,75cl,59,367.29,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1980,75cl,49,550.935,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1978,75cl,24,996.9299999999998,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1976,75cl,15,498.4649999999999,ex-VAT,OWC
Bouchard Pere et Fils,,Vosne Romanee Reignots,Burgundy,Red,1990,1.5L,1,1049.3999999999999,ex-VAT,OWC
Domaine Dujac,,Charmes Chambertin,Burgundy,Red,1997,75cl,12,996.9299999999998,ex-VAT,OC
Domaine Dujac,,Vosne Romanee Beaumonts,Burgundy,Red,2003,75cl,6,682.11,ex-VAT,Loose
Gruaud Larose,,,Bordeaux,Red,1947,37.5cl,1,419.76,ex-VAT,Loose
Domaine Dujac,,Clos de la Roche,Burgundy,Red,1996,1.5L,2,4722.3,ex-VAT,Loose
Domaine Ponsot,,Clos Saint Denis,Burgundy,Red,1993,75cl,2,1574.1,ex-VAT,Loose
Latour,,,Bordeaux,Red,1944,75cl,1,2623.5,ex-VAT,OWC
Pingus,,,Castilla y Leon,Red,1997,75cl,12,629.64,ex-VAT,OWC
Evangile,,,Bordeaux,Red,1975,1.5L,1,996.9299999999998,ex-VAT,Loose
Paul Jaboulet Aine,,Hermitage Chapelle,Rhone,Red,1969,75cl,2,2361.15,ex-VAT,OWC
Domaine Dujac,,Morey Saint Denis,Burgundy,Red,1996,1.5L,2,1259.28,ex-VAT,Loose
Domaine Dujac,,Clos Saint Denis,Burgundy,Red,1988,75cl,1,2623.5,ex-VAT,Loose
Domaine Dujac,,Clos Roche,Burgundy,Red,1996,75cl,5,1993.8599999999997,ex-VAT,Loose
Domaine Dujac,,Clos Roche,Burgundy,Red,1996,75cl,6,1993.8599999999997,ex-VAT,Loose
Armand Rousseau,,Ruchottes Chambertin Clos Ruchottes,Burgundy,Red,2023,75cl,6,839.52,ex-VAT,OC
Vincent Dancer,,Meursault Perrieres Blanc Premier Cru,Burgundy,White,2004,75cl,6,472.23,ex-VAT,Loose
Vincent Dancer,,Meursault Perrieres Blanc Premier Cru,Burgundy,White,2008,75cl,1,524.6999999999999,ex-VAT,Loose
Vincent Dancer,,Chevalier-Montrachet Grand Cru,Burgundy,White,2011,75cl,12,1049.3999999999999,ex-VAT,OC
Vincent Dancer,,Chassagne-Montrachet La Romanee Premier Cru,Burgundy,White,2012,75cl,12,367.29,ex-VAT,OC
Vincent Dancer,,Chevalier-Montrachet Grand Cru,Burgundy,White,2014,75cl,12,1311.75,ex-VAT,OC
Domaine Dujac,,Clos de la Roche,Burgundy,Red,2004,1.5L,5,1154.34,ex-VAT,Loose
Comtes Lafon,,Meursault Porusots,Burgundy,White,2022,75cl,6,288.585,ex-VAT,Loose
Comtes Lafon,,Meursault Boucheres,Burgundy,White,2022,75cl,1,288.585,ex-VAT,Loose
Coche Dury,,Meursault Blanc,Burgundy,White,2017,75cl,1,787.05,ex-VAT,Loose
Comte Liger Belair,,Vosne Romanee Reignots,Burgundy,Red,2014,75cl,12,1783.98,ex-VAT,OWC
Screaming Eagle,,Sauvignon Blanc,California,White,2022,75cl,3,2098.7999999999997,ex-VAT,OWC
Domaine Leroy,,Assortment,Burgundy,Red,2015,4.5L,1,19938.6,ex-VAT,OWC
Comtes Lafon,,Meursault Porusots,Burgundy,White,2020,75cl,5,278.09099999999995,ex-VAT,Loose
Jacques Prieur,,Chambertin-Clos de Beze Grand Cru,Burgundy,Red,1996,75cl,6,472.23,ex-VAT,OWC
Pierre Girardin,,Clos de Vougeot,Burgundy,Red,2023,75cl,,157.41,ex-VAT,OC
Rene Geoffroy,,Empreinte Blanc De Noirs,Champagne,White,2018,75cl,63,36.729,ex-VAT,OC
